antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
computers.components.cpu,"computers.components.power_supply, unknown, computers.components.motherboard",0.07157617884651513,0.014089798985534472,0.013526207026113094,0.1889763779527559,13.41228346456693,1.0,0.012517713054013032,1.2156368497945351,0.9967877377579927,0.1875,0.17738591079316304,0.574488188976378
"computers.components.power_supply, unknown, computers.components.videocards",computers.components.cpu,0.012211159120796544,0.07157617884651513,0.011647567161375164,0.9538461538461538,13.326307288512012,1.0,0.010773539052221776,20.11584945832548,0.9363949250911053,0.16145833333333331,0.9502879556703918,0.5582879063194024
computers.components.cpu,"computers.components.power_supply, unknown, computers.components.videocards",0.07157617884651513,0.012211159120796544,0.011647567161375164,0.16272965879265092,13.326307288512012,1.0,0.010773539052221776,1.1797728789184216,0.9962696309447657,0.16145833333333331,0.1523792266552455,0.5582879063194024
"unknown, computers.components.videocards, computers.components.motherboard",computers.components.cpu,0.014653390944955852,0.07157617884651513,0.013901934999060681,0.9487179487179488,13.254660475132917,1.0,0.012853101268076615,18.10426451249298,0.9383041764357303,0.19220779220779222,0.9447643951893244,0.5714718352513628
computers.components.cpu,"unknown, computers.components.videocards, computers.components.motherboard",0.07157617884651513,0.014653390944955852,0.013901934999060681,0.1942257217847769,13.254660475132916,1.0,0.012853101268076615,1.222856866612286,0.9958327408752338,0.19220779220779222,0.18224280592190037,0.5714718352513628
"computers.components.power_supply, unknown",computers.components.motherboard,0.015592710877324816,0.0695096749953034,0.014089798985534472,0.9036144578313253,12.999837186584175,1.0,0.013005954720155892,9.65383712192373,0.9376972010178117,0.1984126984126984,0.8964142457169685,0.553158580267014
computers.components.motherboard,"computers.components.power_supply, unknown",0.0695096749953034,0.015592710877324816,0.014089798985534472,0.2027027027027027,12.999837186584173,1.0,0.013005954720155892,1.234680328730135,0.9920317652601116,0.1984126984126984,0.19007375696306994,0.553158580267014
"computers.components.power_supply, unknown",computers.components.cpu,0.015592710877324816,0.07157617884651513,0.014465526958482059,0.927710843373494,12.961167504664326,1.0,0.013349460296024657,12.843196192623205,0.9374640626549023,0.19896640826873385,0.9221377618933849,0.5649052904531512
computers.components.cpu,"computers.components.power_supply, unknown",0.07157617884651513,0.015592710877324816,0.014465526958482059,0.20209973753280838,12.961167504664326,1.0,0.013349460296024657,1.233747293275458,0.9939926524305319,0.19896640826873385,0.189461241008996,0.5649052904531512
"computers.components.cpu, unknown, computers.components.videocards",computers.components.motherboard,0.015592710877324816,0.0695096749953034,0.013901934999060681,0.8915662650602411,12.826506024096387,1.0,0.0128180907336821,8.581188552821098,0.9366412213740458,0.19525065963060687,0.8834660264315896,0.5457831325301206
computers.components.motherboard,"computers.components.cpu, unknown, computers.components.videocards",0.0695096749953034,0.015592710877324816,0.013901934999060681,0.2,12.826506024096387,1.0,0.0128180907336821,1.230509111403344,0.9909145972138098,0.19525065963060687,0.18732824427480918,0.5457831325301206
"computers.components.power_supply, computers.components.cpu, computers.components.videocards",computers.components.motherboard,0.014841254931429645,0.0695096749953034,0.012962615066691715,0.8734177215189873,12.565412247690729,1.0,0.011931004259885596,7.350873567537103,0.9342823820736466,0.18157894736842106,0.8639617467485503,0.5299521040027368
computers.components.motherboard,"computers.components.power_supply, computers.components.cpu, computers.components.videocards",0.0695096749953034,0.014841254931429645,0.012962615066691715,0.18648648648648647,12.565412247690727,1.0,0.011931004259885596,1.2109924773268141,0.9891735941034125,0.18157894736842106,0.17423103881913948,0.5299521040027368
"unknown, computers.components.motherboard",computers.components.cpu,0.02216795040390757,0.07157617884651513,0.019913582566222054,0.8983050847457628,12.55033586903332,1.0,0.01832688538345129,9.129500908009271,0.9411849999093761,0.26972010178117045,0.8904649870703552,0.5882601539214378
computers.components.cpu,"unknown, computers.components.motherboard",0.07157617884651513,0.02216795040390757,0.019913582566222054,0.27821522309711283,12.550335869033319,1.0,0.01832688538345129,1.3547418578040407,0.9912723440971877,0.26972010178117045,0.2618519947254432,0.5882601539214378
"computers.components.power_supply, computers.components.videocards, computers.components.motherboard",computers.components.cpu,0.014465526958482059,0.07157617884651513,0.012962615066691715,0.8961038961038961,12.519582779425297,1.0,0.011927227922002317,8.93607927860229,0.9336305922524821,0.1773778920308483,0.8880940993446051,0.5386031291543102
computers.components.cpu,"computers.components.power_supply, computers.components.videocards, computers.components.motherboard",0.07157617884651513,0.014465526958482059,0.012962615066691715,0.1811023622047244,12.519582779425297,1.0,0.011927227922002317,1.2034892122718537,0.9910615311526753,0.1773778920308483,0.16908270568352038,0.5386031291543102
"computers.components.power_supply, computers.components.cpu",computers.components.motherboard,0.0187863986473793,0.0695096749953034,0.01634416682321999,0.87,12.516243243243244,1.0,0.015038330358908447,7.157617884651512,0.9377202074819379,0.227154046997389,0.8602887139107611,0.5525675675675675
computers.components.motherboard,"computers.components.power_supply, computers.components.cpu",0.0695096749953034,0.0187863986473793,0.01634416682321999,0.23513513513513512,12.516243243243242,1.0,0.015038330358908447,1.2828587720864653,0.9888376021962771,0.227154046997389,0.22049096770521237,0.5525675675675675
